"d_x","d_y","cs_x","cs_y"
5587,499.007629,5587,1400,
5588,500.793335,5588,1400,
5589,502.579041,5589,1350,
5590,504.364746,5590,1400,
5591,506.150452,5591,1350,
5592,506.150452,5592,1400,
5593,506.150452,5593,1400,
5594,506.150452,5594,1400,
5595,504.364746,5595,1450,
5596,506.150452,5596,1350,
5597,504.364746,5597,1450,
5598,504.364746,5598,1400,
5599,504.364746,5599,1400,
5600,502.579041,5600,1400,
5601,504.364746,5601,1350,
5602,504.364746,5602,1400,
5603,506.150452,5603,1350,
5604,506.150452,5604,1400,
5605,506.150452,5605,1400,
5606,506.150452,5606,1400,
5607,506.150452,5607,1400,
5608,506.150452,5608,1400,
5609,504.364746,5609,1450,
5610,504.364746,5610,1400,
5611,504.364746,5611,1400,
5612,504.364746,5612,1400,
5613,511.031433,5613,1400,
5614,514.364746,5614,1400,
5615,517.69812,5615,1450,
5616,517.69812,5616,1500,
5617,519.364807,5617,1450,
5618,521.031494,5618,1450,
5619,521.031494,5619,1500,
5620,521.031494,5620,1450,
5621,521.031494,5621,1500,
5622,521.031494,5622,1500,
5623,521.031494,5623,1500,
5624,521.031494,5624,1500,
5625,521.031494,5625,1500,
5626,521.031494,5626,1500,
5627,522.698181,5627,1450,
5628,524.364868,5628,1500,
5629,524.364868,5629,1500,
5630,527.698242,5630,1450,
5631,527.698242,5631,1500,
5632,529.364929,5632,1450,
5633,529.364929,5633,1500,
5634,529.364929,5634,1500,
5635,527.698242,5635,1550,
5636,527.698242,5636,1500,
5637,527.698242,5637,1500,
5638,527.698242,5638,1500,
5639,526.031555,5639,1550,
5640,524.364868,5640,1500,
5641,522.698181,5641,1550,
5642,524.364868,5642,1450,
5643,526.031555,5643,1450,
5644,526.031555,5644,1500,
5645,529.364929,5645,1450,
5646,529.364929,5646,1500,
5647,529.364929,5647,1500,
5648,531.031616,5648,1500,
5649,531.031616,5649,1500,
5650,527.698242,5650,1550,
5651,527.698242,5651,1500,
5652,527.698242,5652,1500,
5653,527.698242,5653,1500,
5654,527.698242,5654,1500,
5655,526.031555,5655,1500,
5656,527.594055,5656,1550,
5657,530.719055,5657,1500,
5658,535.406555,5658,1550,
5659,536.969055,5659,1550,
5660,540.094055,5660,1500,
5661,540.094055,5661,1600,
5662,541.656555,5662,1550,
5663,543.219055,5663,1600,
5664,543.219055,5664,1600,
5665,544.781555,5665,1600,
5666,546.344055,5666,1550,
5667,547.906555,5667,1550,
5668,549.469055,5668,1550,
5669,549.469055,5669,1600,
5670,552.594055,5670,1550,
5671,554.156555,5671,1550,
5672,552.594055,5672,1650,
5673,554.156555,5673,1600,
5674,554.156555,5674,1600,
5675,552.594055,5675,1600,
5676,552.594055,5676,1600,
5677,552.594055,5677,1600,
5678,552.594055,5678,1600,
5679,552.594055,5679,1600,
5680,551.031555,5680,1650,
5681,551.031555,5681,1600,
5682,552.594055,5682,1550,
5683,555.719055,5683,1550,
5684,555.719055,5684,1600,
5685,555.719055,5685,1600,
5686,557.281555,5686,1550,
5687,555.719055,5687,1650,
5688,554.156555,5688,1600,
5689,552.594055,5689,1650,
5690,551.031555,5690,1650,
5691,551.031555,5691,1600,
5692,551.031555,5692,1600,
5693,549.469055,5693,1650,
5694,549.469055,5694,1600,
5695,547.906555,5695,1600,
5696,547.906555,5696,1600,
5697,547.906555,5697,1600,
5698,547.906555,5698,1600,
5699,550.847717,5699,1600,
5700,556.730042,5700,1600,
5701,558.200623,5701,1650,
5702,561.141785,5702,1600,
5703,564.082947,5703,1650,
5704,565.553528,5704,1650,
5705,568.49469,5705,1650,
5706,568.49469,5706,1700,
5707,569.965271,5707,1650,
5708,572.906433,5708,1700,
5709,574.377014,5709,1650,
5710,575.847595,5710,1700,
5711,575.847595,5711,1700,
5712,575.847595,5712,1700,
5713,575.847595,5713,1700,
5714,575.847595,5714,1700,
5715,574.377014,5715,1750,
5716,574.377014,5716,1700,
5717,574.377014,5717,1700,
5718,574.377014,5718,1700,
5719,574.377014,5719,1700,
5720,577.318176,5720,1650,
5721,575.847595,5721,1750,
5722,577.318176,5722,1650,
5723,577.318176,5723,1700,
5724,575.847595,5724,1750,
5725,575.847595,5725,1700,
5726,574.377014,5726,1750,
5727,574.377014,5727,1700,
5728,574.377014,5728,1700,
5729,572.906433,5729,1750,
5730,572.906433,5730,1700,
5731,571.435852,5731,1750,
5732,571.435852,5732,1700,
5733,569.965271,5733,1700,
5734,569.965271,5734,1700,
5735,569.965271,5735,1700,
5736,569.965271,5736,1700,
5737,569.965271,5737,1700,
5738,569.965271,5738,1700,
5739,571.435852,5739,1650,
5740,572.906433,5740,1650,
5741,572.906433,5741,1700,
5742,574.377014,5742,1650,
5743,575.847595,5743,1700,
5744,577.318176,5744,1650,
5745,578.788757,5745,1700,
5746,581.566528,5746,1700,
5747,585.733215,5747,1650,
5748,589.899902,5748,1750,
5749,591.288818,5749,1750,
5750,594.06665,5750,1750,
5751,594.06665,5751,1800,
5752,594.06665,5752,1800,
5753,595.455566,5753,1800,
5754,596.844482,5754,1750,
5755,599.622314,5755,1750,
5756,599.622314,5756,1800,
5757,601.01123,5757,1750,
5758,601.01123,5758,1800,
5759,601.01123,5759,1800,
5760,599.622314,5760,1800,
5761,599.622314,5761,1800,
5762,598.233398,5762,1850,
5763,598.233398,5763,1800,
5764,598.233398,5764,1800,
5765,595.455566,5765,1850,
5766,595.455566,5766,1800,
5767,594.06665,5767,1850,
5768,594.06665,5768,1800,
5769,594.06665,5769,1800,
5770,594.06665,5770,1800,
5771,594.06665,5771,1800,
5772,594.06665,5772,1800,
5773,595.455566,5773,1800,
5774,595.455566,5774,1800,
5775,596.844482,5775,1750,
5776,598.233398,5776,1750,
5777,598.233398,5777,1800,
5778,599.622314,5778,1800,
5779,601.01123,5779,1750,
5780,601.01123,5780,1800,
5781,601.01123,5781,1800,
5782,602.400146,5782,1750,
5783,601.01123,5783,1850,
5784,601.01123,5784,1800,
5785,599.622314,5785,1800,
5786,599.622314,5786,1800,
5787,601.01123,5787,1750,
5788,602.400146,5788,1800,
5789,602.400146,5789,1800,
5790,607.66333,5790,1800,
5791,610.294922,5791,1800,
5792,611.610718,5792,1850,
5793,612.926514,5793,1900,
5794,612.926514,5794,1900,
5795,614.24231,5795,1850,
5796,615.558105,5796,1850,
5797,615.558105,5797,1900,
5798,615.558105,5798,1900,
5799,615.558105,5799,1900,
5800,615.558105,5800,1900,
5801,615.558105,5801,1900,
5802,615.558105,5802,1900,
5803,616.873901,5803,1900,
5804,616.873901,5804,1900,
5805,616.873901,5805,1900,
5806,618.189697,5806,1850,
5807,618.189697,5807,1900,
5808,618.189697,5808,1900,
5809,619.505493,5809,1850,
5810,620.821289,5810,1850,
5811,622.137085,5811,1850,
5812,622.137085,5812,1900,
5813,623.452881,5813,1900,
5814,623.452881,5814,1900,
5815,623.452881,5815,1900,
5816,623.452881,5816,1900,
5817,622.137085,5817,1950,
5818,622.137085,5818,1900,
5819,623.452881,5819,1850,
5820,623.452881,5820,1900,
5821,623.452881,5821,1900,
5822,624.768677,5822,1850,
5823,624.768677,5823,1900,
5824,623.452881,5824,1950,
5825,622.137085,5825,1950,
5826,622.137085,5826,1900,
5827,620.821289,5827,1950,
5828,620.821289,5828,1900,
5829,619.505493,5829,1950,
5830,619.505493,5830,1900,
5831,618.189697,5831,1950,
5832,618.189697,5832,1900,
5833,618.189697,5833,1900,
5834,619.439697,5834,1950,
5835,624.439697,5835,1900,
5836,625.689697,5836,1950,
5837,626.939697,5837,1950,
5838,630.689697,5838,1950,
5839,631.939697,5839,1950,
5840,635.689697,5840,1950,
5841,638.189697,5841,1900,
5842,639.439697,5842,1950,
5843,641.939697,5843,1950,
5844,643.189697,5844,1950,
5845,644.439697,5845,1950,
5846,644.439697,5846,2000,
5847,644.439697,5847,2000,
5848,644.439697,5848,1950,
5849,643.189697,5849,2050,
5850,644.439697,5850,2000,
5851,645.689697,5851,1950,
5852,646.939697,5852,1950,
5853,648.189697,5853,2000,
5854,648.189697,5854,2000,
5855,646.939697,5855,2050,
5856,645.689697,5856,2050,
5857,645.689697,5857,2000,
5858,644.439697,5858,2000,
5859,644.439697,5859,2000,
5860,643.189697,5860,2000,
5861,643.189697,5861,2000,
5862,641.939697,5862,2050,
5863,640.689697,5863,2000,
5864,640.689697,5864,2000,
5865,641.939697,5865,1950,
5866,641.939697,5866,2000,
5867,641.939697,5867,2000,
5868,641.939697,5868,2000,
5869,643.189697,5869,1950,
5870,644.439697,5870,1950,
5871,644.439697,5871,2000,
5872,644.439697,5872,2000,
5873,645.689697,5873,2000,
5874,645.689697,5874,2000,
5875,646.939697,5875,1950,
5876,646.939697,5876,2000,
5877,649.320679,5877,2000,
5878,654.082642,5878,2000,
5879,655.273132,5879,2050,
5880,660.035095,5880,2000,
5881,661.225586,5881,2050,
5882,663.606567,5882,2000,
5883,665.987549,5883,2050,
5884,665.987549,5884,2100,
5885,664.797058,5885,2150,
5886,664.797058,5886,2100,
5887,664.797058,5887,2100,
5888,664.797058,5888,2100,
5889,663.606567,5889,2150,
5890,663.606567,5890,2100,
5891,662.416077,5891,2150,
5892,662.416077,5892,2100,
5893,662.416077,5893,2100,
5894,661.225586,5894,2150,
5895,661.225586,5895,2100,
5896,661.225586,5896,2100,
5897,661.225586,5897,2100,
5898,661.225586,5898,2050,
5899,661.225586,5899,2100,
5900,663.606567,5900,2050,
5901,663.606567,5901,2100,
5902,664.797058,5902,2050,
5903,667.17804,5903,2050,
5904,667.17804,5904,2100,
5905,668.36853,5905,2100,
5906,668.36853,5906,2100,
5907,668.36853,5907,2100,
5908,668.36853,5908,2100,
5909,668.36853,5909,2100,
5910,669.559021,5910,2100,
5911,669.559021,5911,2100,
5912,669.559021,5912,2100,
5913,668.36853,5913,2150,
5914,667.17804,5914,2150,
5915,665.987549,5915,2150,
5916,665.987549,5916,2100,
5917,665.987549,5917,2100,
5918,664.797058,5918,2150,
5919,663.606567,5919,2150,
5920,662.416077,5920,2150,
5921,662.416077,5921,2100,
5922,663.552429,5922,2150,
5923,666.961487,5923,2150,
5924,668.097839,5924,2150,
5925,670.370544,5925,2150,
5926,671.506897,5926,2150,
5927,673.779602,5927,2100,
5928,677.18866,5928,2100,
5929,678.325012,5929,2150,
5930,680.597717,5930,2200,
5931,681.73407,5931,2150,
5932,682.870422,5932,2150,
5933,684.006775,5933,2200,
5934,684.006775,5934,2200,
5935,682.870422,5935,2250,
5936,682.870422,5936,2200,
5937,684.006775,5937,2150,
5938,686.27948,5938,2150,
5939,686.27948,5939,2200,
5940,687.415833,5940,2200,
5941,687.415833,5941,2200,
5942,687.415833,5942,2200,
5943,686.27948,5943,2250,
5944,686.27948,5944,2200,
5945,685.143127,5945,2250,
5946,684.006775,5946,2250,
5947,684.006775,5947,2200,
5948,682.870422,5948,2200,
5949,681.73407,5949,2250,
5950,681.73407,5950,2200,
5951,681.73407,5951,2200,
5952,681.73407,5952,2200,
5953,681.73407,5953,2200,
5954,682.870422,5954,2150,
5955,684.006775,5955,2150,
5956,684.006775,5956,2200,
5957,684.006775,5957,2200,
5958,685.143127,5958,2200,
5959,685.143127,5959,2200,
5960,687.415833,5960,2150,
5961,687.415833,5961,2200,
5962,686.27948,5962,2250,
5963,686.27948,5963,2200,
5964,687.415833,5964,2150,
5965,690.676697,5965,2150,
5966,692.850586,5966,2200,
5967,695.024475,5967,2200,
5968,697.198425,5968,2250,
5969,698.2854,5969,2250,
5970,699.372375,5970,2250,
5971,699.372375,5971,2300,
5972,700.459351,5972,2250,
5973,700.459351,5973,2250,
5974,700.459351,5974,2300,
5975,699.372375,5975,2350,
5976,700.459351,5976,2250,
5977,700.459351,5977,2300,
5978,699.372375,5978,2350,
5979,699.372375,5979,2300,
5980,700.459351,5980,2250,
5981,700.459351,5981,2300,
5982,701.546326,5982,2250,
5983,703.720215,5983,2200,
5984,704.80719,5984,2250,
5985,706.981079,5985,2200,
5986,706.981079,5986,2300,
5987,708.068054,5987,2250,
5988,708.068054,5988,2300,
5989,706.981079,5989,2350,
5990,708.068054,5990,2300,
5991,708.068054,5991,2300,
5992,709.155029,5992,2250,
5993,709.155029,5993,2250,
5994,708.068054,5994,2350,
5995,708.068054,5995,2300,
5996,706.981079,5996,2350,
5997,708.068054,5997,2250,
5998,708.068054,5998,2300,
5999,706.981079,5999,2350,
6000,705.894104,6000,2350,
6001,705.894104,6001,2300,
6002,704.807129,6002,2350,
6003,703.720154,6003,2300,
6004,703.720154,6004,2300,
6005,701.546204,6005,2350,
6006,701.546204,6006,2300,
6007,701.546204,6007,2300,
6008,702.633179,6008,2300,
6009,705.758179,6009,2250,
6010,710.966492,6010,2250,
6011,713.049805,6011,2300,
6012,715.133118,6012,2300,
6013,717.216492,6013,2350,
6014,718.258179,6014,2350,
6015,718.258179,6015,2400,
6016,719.299866,6016,2350,
6017,720.341553,6017,2350,
6018,722.424927,6018,2350,
6019,723.466614,6019,2350,
6020,724.508301,6020,2400,
6021,724.508301,6021,2400,
6022,724.508301,6022,2400,
6023,725.549988,6023,2350,
6024,724.508301,6024,2450,
6025,723.466614,6025,2450,
6026,723.466614,6026,2400,
6027,722.424927,6027,2450,
6028,722.424927,6028,2400,
6029,722.424927,6029,2400,
6030,722.424927,6030,2400,
6031,721.38324,6031,2450,
6032,722.424927,6032,2350,
6033,722.424927,6033,2400,
6034,723.466614,6034,2350,
6035,724.508301,6035,2350,
6036,724.508301,6036,2400,
6037,724.508301,6037,2400,
6038,725.549988,6038,2400,
6039,725.549988,6039,2400,
6040,725.549988,6040,2400,
6041,725.549988,6041,2400,
6042,725.549988,6042,2400,
6043,726.591675,6043,2400,
6044,726.591675,6044,2400,
6045,726.591675,6045,2450,
6046,726.591675,6046,2400,
6047,725.549988,6047,2450,
6048,725.549988,6048,2400,
6049,725.549988,6049,2400,
6050,724.508301,6050,2400,
6051,724.508301,6051,2400,
6052,725.508301,6052,2450,
6053,729.508301,6053,2400,
6054,730.508301,6054,2450,
6055,733.508301,6055,2450,
6056,734.508301,6056,2450,
6057,735.508301,6057,2450,
6058,736.508301,6058,2450,
6059,737.508301,6059,2450,
6060,740.508301,6060,2450,
6061,741.508301,6061,2450,
6062,743.508301,6062,2400,
6063,745.508301,6063,2450,
6064,745.508301,6064,2500,
6065,745.508301,6065,2500,
6066,746.508301,6066,2450,
6067,747.508301,6067,2450,
6068,747.508301,6068,2500,
6069,747.508301,6069,2500,
6070,748.508301,6070,2500,
6071,748.508301,6071,2500,
6072,748.508301,6072,2500,
6073,748.508301,6073,2500,
6074,748.508301,6074,2500,
6075,748.508301,6075,2500,
6076,747.508301,6076,2550,
6077,747.508301,6077,2500,
6078,745.508301,6078,2550,
6079,745.508301,6079,2500,
6080,744.508301,6080,2500,
6081,744.508301,6081,2500,
6082,744.508301,6082,2500,
6083,745.508301,6083,2450,
6084,746.508301,6084,2450,
6085,747.508301,6085,2450,
6086,747.508301,6086,2500,
6087,748.508301,6087,2450,
6088,747.508301,6088,2500,
6089,746.508301,6089,2550,
6090,747.508301,6090,2500,
6091,748.508301,6091,2450,
6092,748.508301,6092,2500,
6093,749.508301,6093,2450,
6094,749.508301,6094,2500,
6095,753.354492,6095,2500,
6096,755.277588,6096,2500,
6097,757.200684,6097,2500,
6098,759.123779,6098,2550,
6099,759.123779,6099,2600,
6100,760.085327,6100,2600,
6101,760.085327,6101,2600,
6102,761.046875,6102,2550,
6103,762.008423,6103,2550,
6104,762.008423,6104,2600,
6105,762.969971,6105,2600,
6106,763.931519,6106,2550,
6107,763.931519,6107,2600,
6108,765.854614,6108,2550,
6109,766.816162,6109,2550,
6110,767.77771,6110,2550,
6111,767.77771,6111,2600,
6112,767.77771,6112,2600,
6113,768.739258,6113,2550,
6114,769.700806,6114,2550,
6115,770.662354,6115,2600,
6116,771.623901,6116,2550,
6117,771.623901,6117,2600,
6118,770.662354,6118,2650,
6119,770.662354,6119,2600,
6120,770.662354,6120,2600,
6121,770.662354,6121,2600,
6122,769.700806,6122,2650,
6123,769.700806,6123,2600,
6124,769.700806,6124,2600,
6125,768.739258,6125,2600,
6126,768.739258,6126,2600,
6127,767.77771,6127,2650,
6128,767.77771,6128,2600,
6129,767.77771,6129,2600,
6130,767.77771,6130,2600,
6131,768.739258,6131,2550,
6132,769.700806,6132,2550,
6133,770.662354,6133,2600,
6134,771.623901,6134,2550,
6135,770.662354,6135,2650,
6136,770.662354,6136,2600,
6137,771.623901,6137,2550,
6138,773.475769,6138,2600,
6139,775.327637,6139,2600,
6140,779.031372,6140,2600,
6141,780.88324,6141,2600,
6142,781.809143,6142,2650,
6143,783.66095,6143,2650,
6144,784.586853,6144,2650,
6145,786.43866,6145,2650,
6146,786.43866,6146,2700,
6147,786.43866,6147,2700,
6148,787.364563,6148,2650,
6149,787.364563,6149,2700,
6150,787.364563,6150,2700,
6151,788.290466,6151,2650,
6152,788.290466,6152,2700,
6153,790.142273,6153,2650,
6154,791.068176,6154,2650,
6155,793.845947,6155,2650,
6156,793.845947,6156,2700,
6157,794.771851,6157,2650,
6158,793.845947,6158,2700,
6159,793.845947,6159,2700,
6160,794.771851,6160,2700,
6161,795.697754,6161,2650,
6162,796.623657,6162,2650,
6163,797.549561,6163,2650,
6164,797.549561,6164,2700,
6165,796.623657,6165,2700,
6166,796.623657,6166,2700,
6167,795.697754,6167,2750,
6168,794.771851,6168,2700,
6169,793.845947,6169,2750,
6170,793.845947,6170,2700,
6171,793.845947,6171,2700,
6172,793.845947,6172,2700,
6173,793.845947,6173,2650,
6174,792.920044,6174,2750,
6175,794.771851,6175,2650,
6176,794.771851,6176,2700,
6177,795.697754,6177,2650,
6178,795.697754,6178,2700,
6179,795.697754,6179,2700,
6180,795.697754,6180,2700,
6181,797.483459,6181,2700,
6182,800.162048,6182,2650,
6183,803.733459,6183,2700,
6184,805.519165,6184,2700,
6185,808.197754,6185,2750,
6186,809.090637,6186,2750,
6187,809.090637,6187,2800,
6188,809.983521,6188,2800,
6189,810.876404,6189,2750,
6190,811.769287,6190,2750,
6191,811.769287,6191,2800,
6192,811.769287,6192,2800,
6193,812.66217,6193,2800,
6194,812.66217,6194,2800,
6195,812.66217,6195,2800,
6196,812.66217,6196,2800,
6197,813.555054,6197,2750,
6198,815.340759,6198,2700,
6199,816.233643,6199,2750,
6200,817.126526,6200,2750,
6201,817.126526,6201,2800,
6202,817.126526,6202,2800,
6203,817.126526,6203,2800,
6204,817.126526,6204,2800,
6205,818.019409,6205,2800,
6206,818.019409,6206,2800,
6207,818.912292,6207,2750,
6208,818.912292,6208,2800,
6209,818.912292,6209,2800,
6210,818.912292,6210,2800,
6211,818.019409,6211,2850,
6212,818.019409,6212,2800,
6213,817.126526,6213,2850,
6214,816.233643,6214,2850,
6215,815.340759,6215,2850,
6216,815.340759,6216,2800,
6217,815.340759,6217,2800,
6218,815.340759,6218,2800,
6219,816.233643,6219,2750,
6220,817.126526,6220,2800,
6221,818.019409,6221,2750,
6222,818.019409,6222,2800,
6223,817.126526,6223,2850,
6224,817.126526,6224,2800,
6225,820.574768,6225,2800,
6226,823.16095,6226,2750,
6227,824.885071,6227,2800,
6228,828.333313,6228,2800,
6229,829.195374,6229,2850,
6230,830.919495,6230,2850,
6231,832.643616,6231,2800,
6232,832.643616,6232,2900,
6233,833.505676,6233,2850,
6234,832.643616,6234,2950,
6235,833.505676,6235,2900,
6236,834.367737,6236,2850,
6237,834.367737,6237,2900,
6238,835.229797,6238,2850,
6239,835.229797,6239,2900,
6240,836.953918,6240,2850,
6241,837.815979,6241,2850,
6242,837.815979,6242,2900,
6243,838.67804,6243,2900,
6244,839.5401,6244,2850,
6245,839.5401,6245,2850,
6246,840.402161,6246,2850,
6247,840.402161,6247,2900,
6248,841.264221,6248,2900,
6249,841.264221,6249,2900,
6250,841.264221,6250,2900,
6251,840.402161,6251,2950,
6252,840.402161,6252,2900,
6253,840.402161,6253,2900,
6254,839.5401,6254,2950,
6255,839.5401,6255,2900,
6256,839.5401,6256,2900,
6257,839.5401,6257,2900,
6258,838.67804,6258,2900,
6259,838.67804,6259,2900,
6260,839.5401,6260,2850,
6261,839.5401,6261,2900,
6262,840.402161,6262,2850,
6263,842.126282,6263,2850,
6264,842.126282,6264,2900,
6265,842.126282,6265,2900,
6266,841.264221,6266,2950,
6267,841.264221,6267,2900,
6268,842.126282,6268,2900,
6269,843.792969,6269,2900,
6270,847.126343,6270,2900,
6271,847.959656,6271,2950,
6272,849.626343,6272,2900,
6273,851.292969,6273,2950,
6274,852.959656,6274,2900,
6275,852.959656,6275,3000,
6276,853.792969,6276,2950,
6277,853.792969,6277,3000,
6278,854.626282,6278,3000,
6279,855.459595,6279,2950,
6280,856.292908,6280,2950,
6281,857.959595,6281,2900,
6282,858.792908,6282,2950,
6283,860.459534,6283,2950,
6284,860.459534,6284,3000,
6285,860.459534,6285,3000,
6286,860.459534,6286,3000,
6287,860.459534,6287,3000,
6288,861.292847,6288,2950,
6289,861.292847,6289,3000,
6290,861.292847,6290,3050,
6291,861.292847,6291,3000,
6292,861.292847,6292,3000,
6293,860.459534,6293,3050,
6294,860.459534,6294,3000,
6295,859.626221,6295,3000,
6296,858.792908,6296,3050,
6297,858.792908,6297,3000,
6298,858.792908,6298,3000,
6299,858.792908,6299,3000,
6300,859.626221,6300,2950,
6301,859.626221,6301,3000,
6302,860.459534,6302,2950,
6303,860.459534,6303,3000,
6304,860.459534,6304,3000,
6305,859.626221,6305,3050,
6306,859.626221,6306,3000,
6307,859.626221,6307,3000,
6308,860.459534,6308,2950,
6309,860.459534,6309,3000,
6310,859.626221,6310,3000,
6311,858.792908,6311,3050,
6312,858.792908,6312,3000,
6313,857.126282,6313,3050,
6314,857.126282,6314,3000,
6315,860.352112,6315,3000,
6316,861.158569,6316,3050,
6317,862.771484,6317,3000,
6318,864.384399,6318,3050,
6319,864.384399,6319,3100,
6320,866.803772,6320,3050,
6321,867.610229,6321,3050,
6322,869.223145,6322,3000,
6323,872.448975,6323,3000,
6324,874.06189,6324,3000,
6325,874.868347,6325,3050,
6326,874.868347,6326,3100,
6327,874.868347,6327,3100,
6328,876.481262,6328,3050,
6329,876.481262,6329,3100,
6330,876.481262,6330,3100,
6331,875.674805,6331,3150,
6332,875.674805,6332,3100,
6333,876.481262,6333,3100,
6334,876.481262,6334,3100,
6335,876.481262,6335,3100,
6336,876.481262,6336,3100,
6337,875.674805,6337,3150,
6338,876.481262,6338,3050,
6339,876.481262,6339,3100,
6340,877.28772,6340,3050,
6341,878.900635,6341,3000,
6342,879.707092,6342,3050,
6343,880.51355,6343,3050,
6344,880.51355,6344,3100,
6345,879.707092,6345,3100,
6346,879.707092,6346,3100,
